Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,STYLE#,AVAILABLE_SIZES,SUGGESTED_PRICE,CATEGORY_NAME,SIZE,WEIGHT,PieceCost,SIZE_INDEX,MSRP,FRONT_MODEL_IMAGE_URL,BACK_MODEL_IMAGE_URL,FRONT_FLAT_IMAGE_URL,BACK_FLAT_IMAGE_URL,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style
RS3321,5.84,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3321_black_model_front_072017.jpg,"Classic comfort meets color in these soft crewneck tees. Whether layered or worn alone, these tees are soft, yet durable enough to meet playtime demands. <ul><li> 4.5-ounce, 100% combed ring spun cotton fine jersey</li><li> 93/7 combed ring spun cotton/poly (Heather)</li><li> White is sewn with 100% cotton thread for easy garment dyeing</li><li> Topstitch ribbed collar</li><li> Side seamed</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Shoulder-to-shoulder taping</li><li> Double-needle sleeves and hem</li></ul>",Rabbit Skins,Infant & Toddler,Toddler,Black,707,shopify,1500,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3321_black_model_front_072017.jpg,RS3321,TODDLER SIZES: 2T  3T  4T  5/6,7.42,Infant & Toddler,2T,0.13,3.92,1,5.84,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3321_black_model_front_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f10/RS3321_black_model_back_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f9/RS3321_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f11/RS3321_black_flat_back.jpg ,RS3321_productmeasurement.pdf,https://www.sanmar.com/p/8517/decorationSpecSheet,1205081,Rabbit Skins™ Toddler Fine Jersey Tee. RS3321, #000000,RS3321
RS3322,5.84,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3322_black_model_front_072017.jpg,"Classic comfort meets color in these soft crewneck tees. Whether layered or worn alone, these tees are soft, yet durable enough to meet playtime demands. <ul><li> 4.5-ounce, 100% combed ring spun cotton fine jersey</li><li> 93/7 combed ring spun cotton/poly (Heather)</li><li> White is sewn with 100% cotton thread for easy garment dyeing</li><li> Topstitch ribbed collar</li><li> Side seamed</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Shoulder-to-shoulder taping</li><li> Double-needle sleeves and hem</li></ul>",Rabbit Skins,Infant & Toddler,Infants,Black,489,shopify,545,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3322_black_model_front_072017.jpg,RS3322,INFANT SIZES: 6M  12M  18M  24M,5.84,Infant & Toddler,06M,0.09,3.92,2,5.84,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3322_black_model_front_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f10/RS3322_black_model_back_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f9/RS3322_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f13/RS3322_black_flat_back.jpg ,RS3322_productmeasurement.pdf,https://www.sanmar.com/p/8518/decorationSpecSheet,1205252,Rabbit Skins™ Infant Fine Jersey Tee. RS3322, #000000,RS3322
RS3330,9.9,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3330_blackwhite_model_front_072017.jpg,"This baseball-style tee has a winning look with contrast raglan sleeves and a shirttail hem. <ul><li> 4.5-ounce, 100% combed ring spun cotton fine jersey</li><li> 60/40 combed ring spun cotton/poly vintage heathered fine jersey (vintage colors)</li><li> Side seamed</li><li> Flatlock stitch ribbed collar and raglan armholes</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Double-needle raglan 3/4 sleeves</li><li> Raw serge shirttail hem</li></ul>",Rabbit Skins,Infant & Toddler,Toddler,Black/ White,816,shopify,194,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3330_blackwhite_model_front_072017.jpg,RS3330,TODDLER SIZES: 2T  3T  4T  5/6,9.9,Infant & Toddler,2T,0.15,5.95,1,9.9,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS3330_blackwhite_model_front_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f10/RS3330_blackwhite_model_back_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f9/RS3330_blackwhite_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f13/RS3330_blackwhite_flat_back.jpg ,RS3330_productmeasurement.pdf,https://www.sanmar.com/p/8521/decorationSpecSheet,1205571,Rabbit Skins™ Toddler Baseball Fine Jersey Tee. RS3330,#N/A,RS3330
RS4400,5.88,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4400_banana_model_front_072017.jpg,"These bodysuits feature lap shoulders to make it easier for the many times a day that parents have to change baby's outfit. <ul><li> 5-ounce, 100% combed ring spun cotton 1x1 baby rib</li><li> 88/12 combed ring spun cotton/poly (Heather)</li><li> White is sewn with 100% cotton thread for easy garment dyeing</li><li> Side seamed</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Flatlock seams</li><li> Double-needle ribbed binding on neck, shoulders, sleeves and leg openings</li><li> Innovative three-snap closure</li></ul>",Rabbit Skins,Infant & Toddler,Infants Short Sleeve,Banana,598,shopify,634,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4400_banana_model_front_072017.jpg,RS4400,INFANT SIZES: NEWBORN  6M  12M  18M  24M,7.46,Infant & Toddler,NB,0.11,3.94,1,5.88,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4400_banana_model_front_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f10/RS4400_banana_model_back_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f9/RS4400_banana_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f13/RS4400_banana_flat_back.jpg ,RS4400_productmeasurement.pdf,https://www.sanmar.com/p/8522/decorationSpecSheet,1205661,Rabbit Skins™ Infant Short Sleeve Baby Rib Bodysuit. RS4400, #FFE135,RS4400
RS4411,11.64,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4411_black_model_front_072017.jpg,"These bodysuits feature lap shoulders to make it easier for the many times a day that parents have to change baby's outfit. <ul><li> 5-ounce, 100% combed ring spun cotton 1x1 baby rib</li><li> 88/12 combed ring spun cotton/poly (Heather)</li><li> White is sewn with 100% cotton thread for easy garment dyeing</li><li> Side seamed</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Flatlock seams</li><li> Double-needle ribbed binding on neck, shoulders, sleeves and leg openings</li><li> Innovative three-snap closure</li></ul>",Rabbit Skins,Infant & Toddler,InfantsLong Sleeve,Black,707,shopify,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4411_black_model_front_072017.jpg,RS4411,INFANT SIZES: NEWBORN  6M  12M  18M,11.64,Infant & Toddler,NB,0.13,6.82,1,11.64,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4411_black_model_front_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f10/RS4411_black_model_back_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f9/RS4411_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f13/RS4411_black_flat_back.jpg ,RS4411_productmeasurement.pdf,https://www.sanmar.com/p/8524/decorationSpecSheet,1205941,Rabbit Skins™ Infant Long Sleeve Baby Rib Bodysuit. RS4411, #000000,RS4411
RS4421,11.58,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/RS4421_black_flat_front.jpg,"Adorable on its own or as a layering piece, this classic bodysuit features all the comfort of combed ring spun cotton jersey along with features that make dressing and diaper changes a breeze.<ul><li> 4.5-ounce, 100% combed ring spun cotton</li><li> Side seamed</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Flatlock seams</li><li> Double-needle ribbed binding on neck, shoulders, sleeves and leg openings</li><li> Innovative three-snap closure</li></ul>",Rabbit Skins,Infant & Toddler,InfantsLong Sleeve,Black,707,shopify,841,0,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/RS4421_black_flat_front.jpg,RS4421,Infant Sizes: Newborn  6M  12M  18M,14.5,Infant & Toddler;Youth;T-Shirts ,NB,0.13,6.79,1,11.58,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/RS4421_black_flat_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/RS4421_black_flat_back.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/RS4421_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/RS4421_black_flat_back.jpg ,RS4421_productmeasurement.pdf,https://www.sanmar.com/p/57173/decorationSpecSheet,2711631,Rabbit Skins™ Infant Long Sleeve Jersey Bodysuit RS4421, #000000,#N/A
RS4424,7.9,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/RS4424_vintagecamo_model_front.jpg,"Soft and lightweight, this bodysuit has a heathered pattern in a variety of colors for a cool, casual look and retro feel. Lap shoulders make for easier changing. <ul><li> 4.5-ounce, 60/40 combed ring spun cotton/poly vintage heathered fine jersey</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Flatlock seams</li><li> Double-needle ribbed binding on neck, shoulders, sleeves and leg openings</li><li> Innovative three-snap closure</li></ul>",Rabbit Skins,Infant & Toddler,Infants,Vintage Camo,5443,shopify,130,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/RS4424_vintagecamo_model_front.jpg,RS4424,INFANT SIZES: 6M  12M  18M  24M,7.9,Infant & Toddler,06M,1,4.95,1,7.9,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/RS4424_vintagecamo_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/RS4424_vintagecamo_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/RS4424_vintagecamo_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/RS4424_vintagecamo_flat_back.jpg ,RS4424_productmeasurement.pdf,https://www.sanmar.com/p/9516/decorationSpecSheet,2041921,Rabbit Skins™ Infant Vintage Fine Jersey Bodysuit . RS4424, #78866B,RS4424
RS4430,12.7,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4430_vinhthrhotpink_model_front_072017.jpg,"This baseball-style bodysuit will have your baby cheering for the home team. Raglan sleeves and contrast ribbed leg openings give this bodysuit an all-star look. <ul><li> 4.5-ounce, 100% combed ring spun cotton fine jersey</li><li> 60/40 combed ring spun cotton/poly vintage heathered fine jersey (vintage colors)</li><li> Side seamed</li><li> Flatlock stitch ribbed collar and raglan armholes</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Double-needle sleeves</li><li> Double-needle ribbed binding on leg openings</li><li> Innovative three-snap closure</li></ul>",Rabbit Skins,Infant & Toddler,Infants,Vintage Heather/ Vintage Hot Pink,762,shopify,226,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4430_vinhthrhotpink_model_front_072017.jpg,RS4430,INFANT SIZES: 6M  12M  18M  24M,12.7,Infant & Toddler,06M,0.14,8.35,2,12.7,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4430_vinhthrhotpink_model_front_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f10/RS4430_vinhthrhotpink_model_back_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f9/RS4430_vinhthrhotpink_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f13/RS4430_vinhthrhotpink_flat_back.jpg ,RS4430_productmeasurement.pdf,https://www.sanmar.com/p/8526/decorationSpecSheet,1206032,Rabbit Skins™ Infant Baseball Fine Jersey Bodysuit. RS4430,#F5A9B8,RS4430
RS4437,12.78,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4437_blackwhite_model_front_072017.jpg,"Now the youngest fan is ready to cheer on the team. Designed with contrasting sleeve stripes and coverstitched yoke, this bodysuit has a sporty look and exceptional comfort. <ul><li> 4.5-ounce, 100% combed ring spun cotton fine jersey</li><li> 60/40 combed ring spun cotton/poly vintage heathered fine jersey (vintage colors)</li><li> Side seamed</li><li> Ribbed collar</li><li> EasyTear<sup>&#153;</sup> label for additional comfort and ability to brand as your own</li><li> Back neck and shoulder-to-shoulder taping</li><li> Coverstitched front and back yoke</li><li> Contrasting stripes on sleeves</li><li> Double-needle sleeves</li><li> Double-needle ribbed binding on leg openings</li><li> Innovative three-snap closure</li></ul>",Rabbit Skins,Infant & Toddler,Infants,Black/ White,816,shopify,510,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4437_blackwhite_model_front_072017.jpg,RS4437,INFANT SIZES: 6M  12M  18M  24M,12.78,Infant & Toddler,06M,0.15,8.39,2,12.78,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/RS4437_blackwhite_model_front_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f10/RS4437_blackwhite_model_back_072017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f9/RS4437_blackwhite_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f13/RS4437_blackwhite_flat_back.jpg ,RS4437_productmeasurement.pdf,https://www.sanmar.com/p/8527/decorationSpecSheet,1206152,Rabbit Skins™ Infant Football Fine Jersey Bodysuit. RS4437,#N/A,RS4437
5370,3.64,https://cdnm.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg,5.2-ounce 50/50 cotton/poly99/1 cotton/poly (Ash)90/10 cotton/poly (Light Steel)Made with up to 5% recycled polyester Taped neck and shouldersTag-free label Set-in 1x1 rib crewneckLay-flat collarPlease note: This product is transitioning from tagged labels to tag-free and orders may contain a combination of both. ,Hanes,0,Youth,White,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg,5370,Youth Sizes: XS-XL,5.96,0,XS,0,3.64,1,5.28,https://cdnm.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg,https://cdnm.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/5370_White_Flat_Front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/5370_White_Flat_Back_2009.jpg ,5370_productmeasurement.pdf,https://www.sanmar.com/p/1832/decorationSpecSheet,15231,Hanes® - Youth EcoSmart® 50/50 Cotton/Poly T-Shirt.  5370,0,5370
562B,9.31,https://cdnm.sanmar.com/imglib/mresjpg/2017/f4/562B_ash_model_front_032017.jpg,8-ounce 50/50 cotton/poly NuBlend pill-resistant fleeceHigh-stitch density for a smooth-printing canvasCoverseamed neck armholes and waistband1x1 rib knit collar cuffs and waistband with spandex Ash (formerly Birch) ,Jerzees,0,YouthCrewneck,Ash,0.44,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f4/562B_ash_model_front_032017.jpg,562B,Youth Sizes: S-XL,14.62,0,S,0,9.31,2,14.62,https://cdnm.sanmar.com/imglib/mresjpg/2017/f4/562B_ash_model_front_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f13/PC55Y_ash_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2020/f15/562B_ash_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2020/f15/562B_ash_flat_back.jpg ,562B_productmeasurement.pdf,https://www.sanmar.com/p/2738/decorationSpecSheet,39912,Jerzees® - Youth NuBlend® Crewneck Sweatshirt.  562B,0,562B
996Y,13.89,https://cdnm.sanmar.com/imglib/mresjpg/2021/f18/996Y_ash_model_front.jpg,8-ounce 50/50 cotton/poly NuBlend pill-resistant fleece High stitch density for a smooth printing surface Two-ply hood No drawcord at hood 1x1 rib knit in cuffs and waistband Front pouch pocket Double-needle coverseamed neck armholes and waistband Ash (formerly Birch)No drawcord at hood ,Jerzees,0,Youth Hoodie,Ash,0.65,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f18/996Y_ash_model_front.jpg,996Y,Youth Sizes: S-XL,23.78,0,S,0,13.89,2,23.78,https://cdnm.sanmar.com/imglib/mresjpg/2021/f18/996Y_ash_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f14/PC55Y_red_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2021/f18/996Y_ash_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2021/f18/996Y_ash_flat_back.jpg ,996Y_productmeasurement.pdf,https://www.sanmar.com/p/1522/decorationSpecSheet,59262,Jerzees® - Youth NuBlend® Pullover Hooded Sweatshirt.  996Y,0,996Y
29B,3.64,https://cdnm.sanmar.com/imglib/mresjpg/2014/f13/29B_white_model_front_072014.jpg,5.4-ounce 50/50 cotton/poly 47/53 cotton/poly (Oxford)Moisture-wickingTear-away labelSeamless 1x1 rib knit crew collarDouble-needle coverstitching on front neck Shoulder-to-shoulder tapingDouble-needle sleeves and hemAsh (formerly Birch) ,Jerzees,0,Youth,White,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f13/29B_white_model_front_072014.jpg,29B,Youth Sizes: XS-XL,5.96,0,XS,0,3.64,1,5.28,https://cdnm.sanmar.com/imglib/mresjpg/2014/f13/29B_white_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f10/5450_white_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2011/f2/29B_White_Flat_Front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f19/29B_white_flat_back_2012.jpg ,29B_productmeasurement.pdf,https://www.sanmar.com/p/2844/decorationSpecSheet,65611,Jerzees® - Youth Dri-Power® 50/50 Cotton/Poly T-Shirt.  29B,0,29B
PC61Y,3.55,https://cdnm.sanmar.com/imglib/mresjpg/2014/f15/PC61Y_white_model_front_072014.jpg,A year-round essential our best-selling t-shirt has been voted most popular by groups teams clubs and schools across America.6.1-ounce 100% soft spun cotton98/2 cotton/poly (Ash)90/10 cotton/poly (Athletic Heather) ,Port & Company,0,Youth,White,0.23,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f15/PC61Y_white_model_front_072014.jpg,PC61Y,Youth Sizes: XS-XL,5.82,0,XS,0,3.55,1,5.1,https://cdnm.sanmar.com/imglib/mresjpg/2014/f15/PC61Y_white_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/8000B_White_Flat_Front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2013/f7/PC61Y_White_Flat_Front_2010.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/PC61Y_White_Flat_Back_2010.jpg ,PC61Y_productmeasurement.pdf,https://www.sanmar.com/p/1341/decorationSpecSheet,134541,Port & Company® - Youth Essential Tee. PC61Y,0,PC61Y
PC55Y,3.73,https://cdnm.sanmar.com/imglib/mresjpg/2017/f7/PC55Y_ash_model_front_032017.jpg,A reliable choice for comfort softness and durability. 5.5-ounce 50/50 cotton/polyMade with up to 5% recycled polyester from plastic bottles (Except Ash and Athletic Heather)Due to the nature of 50/50 cotton/polyester neon fabrics special care must be taken throughout the printing process. ,Port & Company,0,Youth,Ash,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f7/PC55Y_ash_model_front_032017.jpg,PC55Y,Youth Sizes: XS-XL,5.46,0,XS,0,3.73,1,5.46,https://cdnm.sanmar.com/imglib/mresjpg/2017/f7/PC55Y_ash_model_front_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/8000B_Navy_Flat_Front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2020/f13/PC55Y_ash_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2020/f13/PC55Y_ash_flat_back.jpg ,PC55Y_productmeasurement.pdf,https://www.sanmar.com/p/1139/decorationSpecSheet,152741,Port & Company® - Youth Core Blend Tee.  PC55Y,0,PC55Y
P470,13.89,https://cdnm.sanmar.com/imglib/mresjpg/2017/f7/P470_black_model_front_032017.jpg,7.8-ounce 50/50 cotton/polyMade with up to 5% recycled polyester from plastic bottles PrintPro XP fleece with high-stitch density for superior embellishmentTear-away label Two-ply hood without drawcord Rib knit cuffs and waistband Front pouch pocketPlease note: This product is transitioning from tag-free labels to tear-away labels. Your order may contain a combination of both. ,Hanes,0,Youth Hoodie,Black,0.65,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f7/P470_black_model_front_032017.jpg,P470,Youth Sizes: XS-XL,23.78,0,XS,0,13.89,1,23.78,https://cdnm.sanmar.com/imglib/mresjpg/2017/f7/P470_black_model_front_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/5370_DeepForest_Flat_Front_2009.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/P470_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/P470_Black_Flat_Back_2009.jpg ,P470_productmeasurement.pdf,https://www.sanmar.com/p/1883/decorationSpecSheet,154831,Hanes® - Youth EcoSmart® Pullover Hooded Sweatshirt.  P470,0,P470
Y500,9.99,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/Y500_black_model_front_032017.jpg,An enduring favorite our comfortable classic polo is anything but ordinary. With superior wrinkle and shrink resistance a silky soft hand and an incredible range of styles sizes and colors it's a first-rate choice for uniforming just about any group. 5-ounce 65/35 poly/cotton pique Flat knit collar and cuffs 2-button placket on XS-M 3-button placket on L-XL Metal buttons with dyed-to-match plastic rims Double-needle armhole seams and hem Side vents ,Port Authority,0,Youth,Black,0.28,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/Y500_black_model_front_032017.jpg,Y500,Youth Sizes: XS-XL,15.98,0,XS,0,9.99,1,15.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f8/Y500_black_model_front_032017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2013/f1/PC54Y_Ash_Flat_Front_2011.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/Y500_Black_front_FS06.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/Y500_Black_back_FS06.jpg ,Y500_productmeasurement.pdf,https://www.sanmar.com/p/226/decorationSpecSheet,208911,Port Authority® Youth Silk Touch Polo.  Y500,0,Y500
993B,17.35,https://cdnm.sanmar.com/imglib/mresjpg/2016/f20/993B_black_model_front_102016.jpg,8-ounce 50/50 cotton/poly NuBlend pill-resistant fleeceHigh stitch density for a smooth printing canvas Single-ply hood 1x1 rib knit cuffs and waistband Double-needle coverseamed neck armholes and waistband Front pouch pockets Ash (formerly Birch) No drawcord at hood ,Jerzees,0,YouthFull zip Hoodie,Black,0.6,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f20/993B_black_model_front_102016.jpg,993B,Youth Sizes: S-XL,26.7,0,S,0,17.35,2,26.7,https://cdnm.sanmar.com/imglib/mresjpg/2016/f20/993B_black_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YT550_truenavy_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/993B_Flat_Black_MS04.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/993B_Black_Flat_Back_2009.jpg ,993B_productmeasurement.pdf,https://www.sanmar.com/p/1365/decorationSpecSheet,226772,Jerzees® - Youth NuBlend® Full-Zip Hooded Sweatshirt.  993B,0,993B
YT200,5.99,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YT200_whiteblack_model_front_102016.jpg,Soft classic knit jerseys available in many team colors. 5.2-ounce 100% ring spun combed cotton Tag-free label Rib knit neck 3/4 raglan sleeves Curved hem ,Sport-Tek,0,Youth,White/ Black,0.3,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YT200_whiteblack_model_front_102016.jpg,YT200,Youth Sizes: XS-XL,10.98,0,XS,0,5.99,1,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YT200_whiteblack_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST355_silver_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/YT200_whiteblack_model_front_102016.jpg, ,YT200_productmeasurement.pdf,https://www.sanmar.com/p/599/decorationSpecSheet,238891,Sport-Tek® Youth Colorblock Raglan Jersey.  YT200,0,YT200
5450,3.58,https://cdnm.sanmar.com/imglib/mresjpg/2022/f10/5450_white_flat_front.jpg,6-ounce 100% ComfortSoft cotton 99/1 cotton/poly (Ash)90/10 cotton/poly (Light Steel) Tagless label Double-needle coverseamed crewneck Lay-flat collar Shoulder-to-shoulder taping Side seams Double-needle sleeves and hemPlease note: This product is transitioning from tagged labels to tag-free and orders may contain a combination of both. ,Hanes,0,Youth,White,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f10/5450_white_flat_front.jpg,5450,Youth Sizes: XS-XL,6.04,0,XS,0,3.58,1,5.16,https://cdnm.sanmar.com/imglib/mresjpg/2022/f10/5450_white_flat_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/18500B_Navy_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2022/f10/5450_white_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2022/f10/5450_white_flat_back.jpg ,5450_productmeasurement.pdf,https://www.sanmar.com/p/2102/decorationSpecSheet,239531,Hanes® - Youth Authentic 100%  Cotton T-Shirt.  5450,0,5450
PC90Y,8.13,https://cdnm.sanmar.com/imglib/mresjpg/PC90Y_White_Model_Front_080210.jpg,Cozy sweats in our core weight. 7.8-ounce 50/50 cotton/poly fleece Air jet yarn for softness ,Port & Company,0,YouthCrewneck,White,0.38,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/PC90Y_White_Model_Front_080210.jpg,PC90Y,Youth Sizes: XS-XL,15.24,0,XS,0,8.13,1,12.26,https://cdnm.sanmar.com/imglib/mresjpg/PC90Y_White_Model_Front_080210.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f7/18500B_Purple_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f3/PC90Y_white_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2011/f4/PC90Y_White_Flat_Back_2010.jpg ,PC90Y_productmeasurement.pdf,https://www.sanmar.com/p/2230/decorationSpecSheet,252531,Port & Company® - Youth Core Fleece Crewneck Sweatshirt.  PC90Y,0,PC90Y
